Hash,Message,Hashes of Parents,Is a merge commit?,List of modified files
1a8266b5a348ab252efaba100ed72c03b36f32ae,"Incremental WindingNumber changes (and hopefully fixes to merge snafu now removed frmo history)

For reference: There had been a giant merge snafu (a merge on the Master branch of changes from Lighthouse2 that somehow overwrote many other files to older versions), apparently fixed on the Master branch by doing a reset to an older version and then a push -f. Before it was fixed, the merge snafu from Master was pulled into Sridhar's local WindingNumber, and then pushed to the remote WindingNumber as well. This was fixed by also doing a reset on Sridhar's local WindingNumber to the last good version and a push --force-with-lease. (There were some uncommitted changes on WindingNumber.py lost in the process, but luckily, by manually saving the file, those changes were reinserted, in this very commit).",['07214127d8c083f06c2028ceca5d2f0e9250a97b'],False,['WindingNumber.py']
342d6eaa8272045b084cd1acf08a94b7d25d4eff,resolved conflicts,['74742ce5b4c97a305fc2cb8b6869e071ca2a2ab5'],False,"['camera.py', 'helpers.py']"
ec4bf7b504b15d6f3edbe1518edcc80dde6f931a,Fixed(?) Spotlight.update_sectors,['ad13082b73f0b29b1e615440a94011f4a81d2461'],False,['light.py']
0975f323db2ad36125bb78620ed08f4eb9e703d6,Fixed fade to behave over Groups of objects exactly as over the subobjects individually,['3b0332902d91b18514486c0ab99cf854974d81e7'],False,"['transform.py', 'mobject.py', 'vectorized_mobject.py']"
8e5196aa8d1bd3e0d95cd62fe2d08c94ecc1e820,Fixed typo/grammer in readme.,['0c7c324271522b75cafc3d1f5624a843d66adefa'],False,['README.md']
93b5679a11acf5a9a559098a7e924a4eb47f3e0b,"Merge pull request #144 from efroim102/patch-1

Fixed typo/grammer in readme.","['0c7c324271522b75cafc3d1f5624a843d66adefa', '8e5196aa8d1bd3e0d95cd62fe2d08c94ecc1e820']",True,[]
b1b53e40fcb6d36d8ca511be57d7304a27ba8de3,Incremental (the end of my messing with EquationSolver1d for time being),['9e6e5be7be21e04528a4f1e373c6359769c011e1'],False,['WindingNumber.py']
8ad9135697f168a7534b4037945c3e1cf1029e5b,Introduce1DFunctionCase and TransitionFromEquationSolverToZeroFinder,['bb04d1e7c6e9036b87c269b0b5d66729e3d9596f'],False,['WindingNumber_G.py']
9b8fdf3d3b325f124e9fc490a95201fcfa1e0387,Bug fix to change_student_modes,['f208149e9ca5cb5ba222f5217ca0daacd9b103a4'],False,['characters.py']
2d55673850ef72c5b735a8f7a3f4522f7e7c507f,"Slight changes to zeta implementation, along with SolveZeta Scene",['bf9e28dbb5c55cc6255ad979312971c16627d085'],False,['WindingNumber.py']
b35304ba013157ec06d0bfe395e62490f14800c2,Fixed import issue,['dd63183308ece88d9a0a268d1a0957a02f98dec8'],False,['uncertainty.py']
b58b7716788c41e971f20e2f542c4411ea03c057,"EquationSolver2d restructure, en route to implementing BFS",['739807cb66ba81b35b04c3830fd0e96cc0072f8d'],False,['WindingNumber.py']
10637e1d970dafb72ef4db0f869e6bcc55834dc0,BFS now implemented on EquationSolver2d,['b58b7716788c41e971f20e2f542c4411ea03c057'],False,['WindingNumber.py']
197287411509c7a2118438c86d24d11c0efc1856,Small fix to TexMobject.add_background_rectangle,['b968f13faa191dacb9382e102933868d72479d36'],False,['tex_mobject.py']
c43915b3197c38516a801752af80b492fe638ba2,"Fixed DoubleArrow Scaling

Previously, only one tip was kept as self.tip and was scaled properly. This meant the first part of the solutionw as to create a list of all tips.

After this, the issue was that draw_at_end defaults to True, and is not preserved. So the list is now a tuple of the tip VMobject and its add_at_end property. Since these should be identifical except for position, everything that asked for a property from tip now asks for the same property from the first tip.

This isn't pretty, but it should fix the problem.",['9e1b6864f1252a43f74eedee15a42cd72fc8f97f'],False,['geometry.py']
3a41b77f8b1b8ab9786c68b8e8cd2b183e3004e1,"Merge pull request #174 from DanWaxman/master

Fixed DoubleArrow Scaling","['d0a674780e5d470acf8c9c1526ad8ee916ad484f', '9791751c0b60b8f1d31d829f475b19c86f89b2f2']",True,[]
0978984541bf99c4a1ff3ac8664c9f3580a19ccb,"Reorganized animations folder.  Warning: While I tried to be systematic, there is a decent chance this will cause import errors somewhere.",['6451f09bd52fa7ab96d6a305087be55ec56b45a2'],False,"['.gitignore', 'bayes.py', 'bayes_footnote.py', 'combinations.py', 'independence.py', '__init__.py', 'composition.py', 'creation.py', 'indication.py', 'movement.py', 'playground.py', 'rotation.py', 'simple_animations.py', 'transform.py', 'update.py', 'big_ol_pile_of_manim_imports.py', 'camera.py', '__init__.py', 'continual_animation.py', 'extract_scene.py', 'image_mobject.py', 'mobject.py', 'point_cloud_mobject.py', 'svg_mobject.py', 'tex_mobject.py', 'vectorized_mobject.py', 'basel.py', 'basel2.py', 'light.py', 'playground.py', '__init__.py', 'moving_camera_scene.py', 'reconfigurable_scene.py', 'scene.py', 'scene_from_video.py', 'tk_scene.py', 'zoomed_scene.py', 'stage_scenes.py', '__init__.py', 'arithmetic.py', 'characters.py', 'combinatorics.py', 'common_scenes.py', 'complex_numbers.py', 'counting.py', 'fractals.py', 'geometry.py', 'graph_scene.py', 'graph_theory.py', 'matrix.py', 'number_line.py', 'numerals.py', 'objects.py', 'probability.py', 'three_dimensions.py', 'vector_space_scene.py', 'bezier.py', 'color.py', 'images.py', 'iterables.py', 'paths.py', 'rate_functions.py', 'simple_functions.py', 'space_ops.py']"
01ef5fc2c7de7e8bb4e03708b97054522f910684,Several import fixes,['ca7930740bcac1b3d580e6b59ee43763e5e5433e'],False,"['three_d_camera.py', 'geometry.py', 'matrix.py', 'probability.py', 'three_dimensions.py', 'light.py', 'three_d_scene.py', 'vector_space_scene.py', 'color.py']"
f6afbf54086b6e34b97c1aae65f926fa35ed4814,"Merge pull request #193 from frozar/preview

[PREVIEW] Fix the preview under Linux","['f19a50784baf92de54641a5113f8e8dc60203184', 'dae3b63fd5984292440e91ca7b9a44a0d1affed7']",True,[]
34d4d4316e380c56f22d27cf904c01d7c062dc53,fixed and expanded GeneralizedPascalsTriangle,['23634dbf110f2761695d80f17d143ebe2b78e144'],False,['combinatorics.py']
18bac2e186ecd6e5930ed6e6cdfffb0aeb64d8a5,fixed typo,['3eac0c32c59b1390e02fcfd71aa7e9355c120db9'],False,['mobject.py']
01737a0c4df2748f2f6218262beb40a3930c8d57,workaround for CTEX bug,['b7e2646b47e71bd05611354f5193a470104c95ed'],False,"['template.tex', 'text_template.tex']"
5a1ba37a9d71557f33feeeab50179c04099411b4,"Update extract_scene.py

Use the ""start"" command on Windows to open files instead of ""open"" on Mac OS or ""xdg-open"" on Linux.
This helps solving ""The system cannot find the path specified"" issue #173.",['69a091748b003f2b11263e9e070c65ff682ab794'],False,['extract_scene.py']
c24f7b6926f0e3156009bfa34b60c3888271ee52,fixed pi creature color bug,['15d582e6730f7ef7e559431abdc568a9dd095e20'],False,['pi_creature.py']
39ba60c452553e8bac61d13989b1a085188ec548,Small stylistic fixes to mobject.py,['69a091748b003f2b11263e9e070c65ff682ab794'],False,['mobject.py']
d9fde5141afc3e438cdd55d1ae67cd294816f548,"Merge pull request #200 from 3b1b/patreon-animation

Fixed Pi Creature color bug","['39ba60c452553e8bac61d13989b1a085188ec548', 'c24f7b6926f0e3156009bfa34b60c3888271ee52']",True,[]
5f2aa31fc3759668457d0e56203b75e6a3a21cd1,import bug in SampleSpaceScene,['487f6747e1e94d5eb044b0c856de7fecbc134ccf'],False,['sample_space_scene.py']
43faec638e4f7aa944cf8e65521a72671f6f0f82,fix for copy bug (again),['e0ff0f2a9f46943b3e154fe9f07d9984f1782ff6'],False,['mobject.py']
e9f99f1cff16e7bae59575b5067158eb917956f1,expanded (and fixed) Histogram class,['dca4400b09a793be2af8c9bb7c4442a2fd40f0b2'],False,['histograms.py']
cf5d461aa6b2e867ee7687652e818fa751148362,working fixing SVG import issue (preprocessing fill and stroke),['7e28eff6202910506c2b0778568b2099bf440caf'],False,['svg_mobject.py']
515257e0b1310d562a3992122d65dae055976ce3,Bug fix for length 0 Dashed line,['1da3b236953a87635b0669a9aa65d9685757f84c'],False,['geometry.py']
a9b76ebcfa4e66e61797f88e2afb7b9730ec7dc7,Bug fix and PEP8 on svg_mobject.py,['515257e0b1310d562a3992122d65dae055976ce3'],False,['svg_mobject.py']
cc05a896dd18bbac9d25d3cc577388a371f9a15d,Fixed TeacherStudentScene bug,['aa67913f1527b2f019f35be1b0867e04d44b3732'],False,['pi_creature_scene.py']
bb0595e3e77d2d130f6f260927741951403f9624,Small bug-fix to DashedLine to ensure get_end works right,['612f0d767432530f27c426a757d3bf9f32e13288'],False,['geometry.py']
856c7592973f28ea2e7adad66513fdc823fc3724,Fixed BackgroundRectangle color behavior,['cf41cb8917da1b70408dd5032c1e665ce25a9caf'],False,['shape_matchers.py']
4195c4c6bb8319613fe51bd599d788efb2d125c2,Small stylistic fix to how get_smooth_handle_points is implemented,['03d119da2d2e934362aa4e958432f8f3543f5c0e'],False,['bezier.py']
76e0f9019e52f8675b7f7608ab7f59b36f9075e7,Tiny bug fix to Laptop,['c983b914771899b244046a1ddcfab520ee258698'],False,['drawings.py']
c09b09e980d6d724dc669b07f960b92d8b158ded,Fixes to ShowProduct,['b49aa2188691b3f70da8cdb0c3b264667ac36897'],False,['wallis_g.py']
e75c68b9f24cabb1d08c670fa19f820d14390f5c,quick fix for GraphScene,['ad6b1fee20c7c99a68c9f63308f573ffbbbf34aa'],False,['graph_scene.py']
bcf90c2b89a76fbdfb810bee6f392d846bf62b45,fix for labels in area model 2,['e75c68b9f24cabb1d08c670fa19f820d14390f5c'],False,['chapter1.py']
aa178628a88c00c3506256ecf63f8d8d57e3a552,fixed drawing bars of height 0,['bcf90c2b89a76fbdfb810bee6f392d846bf62b45'],False,['histograms.py']
791b40037d40e7af7c9a8adc26775505aad9e055,fixed centering issue,['6e2a4f4c5d430360088b77009b0f6186d8970561'],False,['chapter1.py']
e31ede339380a92786d80b043098e9ad0c608c22,Tiny formatting fix,['3be5305f6c2f86761d82bb51004ef8356d433f39'],False,['pi_creature_scene.py']
5f7810db832a2663c63ab8715a54e7dc6e483990,fixed unit color bug,['9c6bcd6653391418735af0394026f71fa8d4d895'],False,['numbers.py']
c3c6e72d386d80a9082d69094d031aec72a7f87b,bug fixes in Histogram,['5f7810db832a2663c63ab8715a54e7dc6e483990'],False,['histograms.py']
5b9bff24056cc50f23a74181efc4c137fae59f37,Animated up to SolvingASystemWithOrthonormalMatrix,['bc03093c81a5ccced6a3c3c0fca98ddcf97c8710'],False,['cramer.py']
8491e4b8606b3ef6354910588bc2d145055518cf,Small fix to det_text scaling,['664546d44c94ae62defc88a028d118ebc8b7676e'],False,['matrix.py']
4504fa3819868801a9f0c85b7bdac22487dbd61c,Fixed problem with output_directory_getters.py on new files,['ecca09be72b38b0ba2a2075cb35982722e62e31c'],False,"['extract_scene.py', 'scene.py', 'output_directory_getters.py']"
85808eb905c8e27151f06f81b72da6ae0242234d,bug in debugging method,['24276ff1f54e0efd3e67cecf780c279fe652776d'],False,"['chapter1.py', 'mobject.py']"
5f73509264a0dda8d94846fe9956be209f9f68b9,fixed imports in new EoP structure,['229e8d799d31bdccf6fec35addfb536f6d4fefd8'],False,"['__init__.py', '__init__.py', 'area_model_bayes.py', 'area_model_erf.py', 'area_model_expectation.py', 'brick_row_scene.py', 'entire_brick_wall.py', 'intro.py', 'just_randy_flipping_coin.py', 'morph_brick_row_into_histogram.py', 'quiz_result.py', 'show_uncertainty_darts.py', 'show_uncertainty_dice.py', 'show_uncertainty_disease.py', 'various_intro_visuals.py', '__init__.py', 'reusable_imports.py', 'binary_option.py', 'coin_flipping_pi_creature.py', 'histograms.py', 'sick_pi_creature.py']"
0247224e0799c22951c961566e271825ffd618cc,Fixes and refactoring for TexMobject,['a69a28c71808875c276a36b8ec37fb1a53e82f59'],False,"['mobject.py', 'tex_mobject.py', 'tex_file_writing.py']"
90504e24e7df4b525865b0bf3084e0788cf2bfdb,fixed bug for reduce_across_dim for mobs with empty submobs,['fb9ce5f518a880fc9b7acb0d9a648a4880941f86'],False,['mobject.py']
03cb33645f9233e972bb1f66be5de7aa4b694e07,"resolved conflicts…

# Conflicts:
#	active_projects/eop/chapter1/entire_brick_wall.py","['1a6771f0cd6bed242f8b87299c400aab4733fad6', '84c025aac6179b0acfefcb6df934cef91baa53db']",True,[]
7ce5674126e48b72e44e6f38be507b09428eceb1,fixed bug for reduce_across_dimension for mobs with empty submobs,['fd002c13e6c310b0f2e90f6265825131750a7d37'],False,['mobject.py']
ff2b944067ec5950a9bfd28492952a0dc955472a,Better fix to Mobject.reduce_across_dimension,['3b84e43066492007200b624bfc040afcb10fce61'],False,['mobject.py']
f12370d40e6f91d2fd2821feb1c463473045d30e,Fix to last commit,['ff2b944067ec5950a9bfd28492952a0dc955472a'],False,['mobject.py']
79db14603d6502eb708525846237803bc910cc03,"Merge pull request #232 from 3b1b/alt-calc

Fix to last commit","['43e87f1f76acdeb79f4f7cc91ebf310956e4b064', 'f12370d40e6f91d2fd2821feb1c463473045d30e']",True,[]
8703e2336cad7c0a966d26c779ff0830b3fd9529,Fixing various in ZoomedScene,['7ee85faadde0d14352d40f75523dc45bcaa02c84'],False,"['camera.py', 'multi_camera.py', 'zoomed_scene.py']"
a982b3c1acdf200e90057d94d798704a515a4c41,Some bug fixes to ZoomedScene,['2981fa2b32f0b3827317efc75df56c0585c6c0f0'],False,"['moving_camera_scene.py', 'zoomed_scene.py']"
2a74f3a687f629e1de793025accd029c093242f2,This try loop was hiding some more legitimate import errors,['bee30c49f9a0930f82080eb3964d34b917f4d553'],False,['extract_scene.py']
f0b8ae7647fcc50f09935fb8128b0fd3b27b9b32,"Refactoring and bug fixes to moving_camera, multi_camera, zoomed_scene mix",['2a74f3a687f629e1de793025accd029c093242f2'],False,"['moving_camera.py', 'multi_camera.py', 'moving_camera_scene.py', 'zoomed_scene.py']"
692a2dfd1ff121ce60946fec675412a062965d95,Fixed bug for multipled braces being imbalanced,['c3e173d2812a9a1fe7e7b81731627492689f6e41'],False,['tex_mobject.py']
e43ccb144dc2f97671d3d1085910249ac7649d27,Up to ShowPhiAsFixedPoint in alt_calc,['aaa8407abb0270afb69a7cea5294b81321abb0f6'],False,"['alt_calc.py', 'numbers.py']"
f28d58b2f0bac24d6e8c265b2ca1fff824c887df,Fixed ComplexHomotopy,['24c387e7cb5a7a7047cc33e05322c353ad0f9d6d'],False,['movement.py']
deef7a48640750a3ffbfe43faf11a8aede9456ee,Better fix to \\left \\right issue in TexMobject,['2a65c93918d58cc9b116bacaae3f20218efe68a4'],False,['tex_mobject.py']
60caf2312c84c0e010334e47c5187f3a3dd3a312,Quick fix to a bug where ImageMobjects of size zero weren't displayed,['6d032bd10f5c3414aec00e005261093ac43bb93d'],False,['camera.py']
b56ac7a6eda10860c4c54355e45c0c60c34e3fd2,Tiny formatting fixes,['b954b2ef5bccbb2a2aebdc9129e9963f20d255ee'],False,"['geometry.py', 'mobject.py']"
3550ec3234abff0531c5b48166d1597025bc34c4,Fixed default label direction for Axes y-axis,['18f3b37a1179189cd6b02ad1513b1a619620cb62'],False,['coordinate_systems.py']
d72483e90972ff50245b1585be940bf74e1ebb6d,Fixed Camera.is_in_frame,['3bfc51541179dc723bf86648e2099987fca5754b'],False,['camera.py']
71590bc9f2ad44c314e32fe870428ee13291f334,"Update README.md, fix typo.",['1d23a01a3ab8a5aab14163ec5c38e7b30e536e54'],False,['README.md']
719793790378ab0e2a776489696b62d617854af8,"Merge pull request #245 from dezren39/readme-patch

Update README.md, fix typo.","['1d23a01a3ab8a5aab14163ec5c38e7b30e536e54', '71590bc9f2ad44c314e32fe870428ee13291f334']",True,[]
bb142f2bad6869df6152a68e3493d69d070cfb7b,"Merge pull request #249 from npetrangelo/fix_imports

math is a good library to have without thinking, right?","['cf5947ba827b7ba51c2fe55fc3557841c980e74a', '90a86821cac963d47f9a9959e9c0f7f0dbb36307']",True,[]
ce87073164fbd46d2d9c521a3fe423fd2000dab6,"Merge pull request #246 from npetrangelo/fix-requirements

I needed a this version of numpy to satisfy opencv.","['bb142f2bad6869df6152a68e3493d69d070cfb7b', '9c43382a27be89da9af329639d6bcdcae9c4e9f1']",True,[]
3ebad5a4252fbb707a309c0ecc9afa09de71939f,Style fix to exponential_decay,['393bfc68cedb0b9966c1644ab8f07106f144288a'],False,['rate_functions.py']
83a92f3bf4ca106f90f89039d045925724460328,Fix small typos.,['4075bb35c6ff2117e0c81d14b3af5dd112882fcf'],False,['README.md']
79c30859025927ab37107f5341e1fcead3d613f3,"Merge pull request #255 from shalunov/master

Fix small typos in README.md","['4075bb35c6ff2117e0c81d14b3af5dd112882fcf', '83a92f3bf4ca106f90f89039d045925724460328']",True,[]
f4022d6c750d6cb54dc9f9612695ed9f99939a70,Fixed small bug with FadeInAndShiftFromDirection,['61d5f6f75908e77f4acb9864e98e25a2a59dbbe0'],False,['creation.py']
22f1be11ef899eca2c3fa8c3e7115a76e308c5ce,Bug fixes to logo generation,['47f16986d7db2f19f3931d17e7b65c4db6d2f000'],False,['common_scenes.py']
81790cb847b7191ac60ab2bb988d83f3cc383744,Small fixes to matrix.py,['70d7db3b46e00ca4aea7a9148fda9e3b3a31b55d'],False,['matrix.py']
087715e538700e11bbc78e6acb8d1631fa93b182,"Reimplented svg rendering using cairo, and changed vmobject color model to allow for gradeints and strokes with opacities.  Many errors associated with python 2 to python 3 conversion are likely still present at this point.",['858051a8063215d42719961abff295f77cb5368f'],False,"['camera.py', 'mobject.py', 'svg_mobject.py', 'vectorized_mobject.py', 'requirements.txt', 'iterables.py', 'tex_file_writing.py']"
5b9afe6e869b12319a43dd94acdc102dfaef9d78,Bug fixes to new VMobject color model,['0a423f77365b6b1d58a186b3856b5c8a45dab3db'],False,"['mobject.py', 'drawings.py', 'vectorized_mobject.py']"
fb08fc04011db183dac841e2df087ccbbc615a2c,Fixed bubble sort bug,['df5d45e5ae5a417dca8cb7d280cb1ad1e54b2aec'],False,"['drawings.py', 'vectorized_mobject.py', 'dandelin.py']"
ab0dfe7854cb992baf5279380cec8dbf77c2d36c,Fixed PiCreature.look,['fb08fc04011db183dac841e2df087ccbbc615a2c'],False,['pi_creature.py']
e11611d48216230522df66cbce947d5285ba5b90,Fixed bugs assoiated with setting fill or stroke using None arguments,['693c98cea77721265ed8966b6eab51cbdf60f486'],False,['vectorized_mobject.py']
22d889f6dc6576bd2f3838f6ed699a7f71fdb600,Fixed some camera bugs,['e11611d48216230522df66cbce947d5285ba5b90'],False,"['camera.py', 'three_d_camera.py']"
69207369f292622996a04f0d1499a7d5faa11264,Random fixes to some old_projects,['d551fa6b24da1a94feaa21536ed146b280faa6e0'],False,"['WindingNumber.py', 'WindingNumber_G.py', 'dandelin.py', 'fourier.py', 'lost_lecture.py']"
6ab8f7f7fc2252b4aba0e97b6d3a1232b2406dee,Random fixes to old_projects,['535522d86b9f35e41de14da52aaed3e12e6e5b0b'],False,"['WindingNumber_G.py', 'cycloid.py', 'complex_multiplication_article.py', 'matrix_as_transform_2d.py', 'image_map', 'mnist_loader.py', 'network.py', 'part1.py', 'wcat.py']"
3f6376af39597ce885d4171b16cb49095a586d48,Fixed MovingCamera bug where frame was not updated properly,['5b5a83b3162ee938c00fdba8f58753b8a594f1e3'],False,"['camera.py', 'moving_camera.py']"
b04bddf35b80e979f27fdac19757dbb10ab3750a,Fixed (most) uses of cmp functions for sorting,['7f3b1e624d9061209b2010edda10a53dab471568'],False,"['bayes.py', 'mobject.py', 'WindingNumber_G.py', 'bell.py', 'borsuk.py', 'div_curl.py', 'chapter3.py', 'chapter2.py', 'chapter9.py', 'waves.py']"
3ba33d543e9443c339cc631844d0af9759b4f29e,Fixed some ThreeDCamera bugs,['b04bddf35b80e979f27fdac19757dbb10ab3750a'],False,"['camera.py', 'three_d_camera.py']"
56d2dce13365c77b14b709f92dca35eb57575a66,Typo fix,['2006554f936173a8855597e1d2473e78b42f0651'],False,['mobject.py']
aded69a780edd9fe45844f3391d5419e21aecc7e,"Merge pull request #267 from 3b1b/simple-improvements

Typo fix","['fa37c8b1d41c438cd5e064318416797330fa162b', '0e0a0c1673584f7f8ebe551798f71c4926dbff4e']",True,[]
d80dbb71d89ed230306e36ffadd842f227b7605f,Bug fix to VMobject.set_sheen,['be52b795df69c4d34ea018a94437111c80588e63'],False,['vectorized_mobject.py']
daffec0034ab37a1d678de7b22adb52c4266fe0b,Fixed projection,['568d02602cf8d908b8f13c7ef4b29b5483c77a54'],False,['three_d_camera.py']
32da0771995d491a8dfed403931232f820063c29,Fixed bug associated with ThreeDVMobject,['cba0c78cf76f15c5e1b50bc48e5095c893609b88'],False,['three_dimensions.py']
8103b723a83d3fb3dfd37a18804c7d97eb5aaced,Fixed bug with VMobject.close_new_points,['98a7f254ee57d0f0a34956f288eba35631da5ba6'],False,"['geometry.py', 'vectorized_mobject.py']"
